username,public_key,total_balance,utxos
dragon_proud_explorer,4FA6C0A231A7320E2D0A1D13AA8780A4D3ABB12D2F41F30EA9BEE6052F8E24B3,607261.00,607261.00
storm_brave_strider,2B8E7B81AED6AE264EADA3576C8EA94554260DD2B3E15ACB764085D27B7EA952,840338.00,840338.00
agent_brave_pilgrim,561AA8F281BD1D575C4AA06CDD3243D528FEDD98A9FF90DD9507112B409474E1,119248.00,119248.00
dragon_free_guardian,4E2BB407504ACFB8C2A78F336F06FD009B37FBA24056A9473C87076C51D61EB8,875483.00,875483.00
captain_calm_runner,CDD7B05740AFF44B29F1E9E2CCB350FC32A7D856F36124491A5A042E9AEF6888,787015.00,787015.00
storm_wild_chaser,033C324ADF59F1CF238E0925AFB71A40128233E556F81BC2F30E4FF784078D91,37428.00,37428.00
agent_fierce_fighter,7185245403DCFFD2C66CBA493260E051B16417321188F7EDDB8522E3AA6E91F5,310221.00,310221.00
dr_mighty_roamer,44E57C9B3D6D4C136C8A9F78FBAAD5B9BC62D5F41EF07E472CDB441626D5E767,932045.00,932045.00
dragon_fierce_voyager,1EF3DC0F2D97314E95E776A2E4B9DD3DE1EBDDED725D7E833AE523ACFFCC8962,134838.00,134838.00
fire_mighty_nomad,6A03248B40D05BAF5E0F271C1515879B638A66B1756F1936E2F8E567814C6D2B,540329.00,540329.00
lady_sly_voyager,1122D96610237B74C58624234D6AF678C5611EE27A78712E059B8E8DD907A091,547814.00,547814.00
agent_wise_traveler,29F46179E6082F86E5ED76AAA6C9B14BCC15755A1E5DB7C55FA38551A52A7066,867967.00,867967.00
the_quick_strider,F6045B4AEC773DC5DF8416ED06F893AF1753DBFE167D1F763DB61867D793128C,682463.00,682463.00
the_clever_fighter,63509F2CB394D1803B7CEF8B31D437813821E987910A8AA7D8A38242A48D0F4D,320598.00,320598.00
lady_clever_roamer,E1B4BBCE13D5D979DD1329392857147DB26AF8BC05F9932689AEEF2EBDA6C6B4,543014.00,543014.00
the_clever_strider,9DD2910DE1BA72635BF986E354D74282C9898A03FF403E329DA7821F1B4DF67B,746323.00,746323.00
storm_quick_voyager,4CFB65E3BF7FF67DF7B57B65C66675FA894744D8E03C8BBEC09BC031FE3DDECD,545314.00,545314.00
fire_proud_rider,A4BFE947D1C35C303B65C4206B605258BF3064B1BF2A30055845B39ECC43E93B,291596.00,291596.00
fire_bold_pilgrim,3903BE3F2DC77B94D3CAE05F0220FDFD9B14F3F35DE738AC4770B1A1962C8A5B,290496.00,290496.00
wolf_sly_nomad,87FDA356E2D1E6CA9F0D1364A4EDDF854EC0AF14D70F2A477662CC149029E604,606810.00,606810.00
professor_brave_stalker,29B7376879C973D01532681EA4199DF24DD3FD41F86206110A86DE66E3397069,695154.00,695154.00
captain_brave_chaser,064E54FD02EB48E7EBD5EEC90A6C774AC792AB705C13C3971EFE8087213B31E4,726866.00,726866.00
professor_swift_fighter,CDFCDFC608654A3495236A17C4CD67BEA6600829624ABDC97C4033010A36616A,384239.00,384239.00
captain_loyal_chaser,A02D8C24945712270EF93C8F975995BB5358FAD1594E97F2E89FB5C32BD9B757,65683.00,65683.00
mister_bold_runner,873E673B8B5D90E9E347289B250726D0A8B19CE58E53D6CF4B1EF9549D118DB6,268200.00,268200.00
ice_noble_chaser,AB518C1F5B37C2BBD811B8954ED156AF554D5A14B61F3BCC738D7E171C09D49C,556825.00,556825.00
mister_mighty_roamer,1136356FB26BA3D0D90497BFF71508049928414E1BB744EE951DEF21BA2CAF7D,942862.00,942862.00
wolf_proud_fighter,6B197D3BD53CE043250C1B99F405A69BF9379AF751477EEFB9802294F344949E,619257.00,619257.00
dark_fierce_seeker,EF119E6126D850DEDACBABD52222FA304B269E169CC1A274FD5192FE524DDB75,757103.00,757103.00
lady_silent_voyager,5AF05C037BB7011082520F0DD97A738D922ADE1894E13CD1B0A8A0F48CA4B061,579430.00,579430.00
lady_clever_voyager,BA10E1CF7FA6188C031C58A79BAA97C745B189D739A5418626FFF7494AC2F709,390910.00,390910.00
professor_gentle_chaser,3AD0F4309A61A7C5C4C0FB57B6BCC0F8013E8651D2093C93830E7E9E3B85934B,410544.00,410544.00
dr_loyal_stalker,04DEA85398100BAB0515B7C36E1B4D4120E73C1880A25E676865A5AADDFF033F,932290.00,932290.00
the_wise_stalker,73D45BEA19DD3675C46F6B27BA1B332836B522C1D89734D2D59CD869E9EC3151,593090.00,593090.00
lady_fierce_rider,CF8CFB7655979C57150D23E27011C40624FA77B33873AB654D343CAC5F1C0E94,709469.00,709469.00
dr_mighty_traveler,3BB64DD19A92F4DDBAF864D750F3343B6B54483461717E70AF22706590156442,948268.00,948268.00
storm_swift_rider,1CF2B2DDBD15DA709A7E29B455493A58F9D474501E448669E41DB6A0E7988CAC,412466.00,412466.00
mister_silent_explorer,5E382243A166448A006764D5C990E841D5085723025FA4F5D2B9FCE2F807F432,264260.00,264260.00
dragon_quick_fighter,48371C468432D59879CE7CFF9A2E40209BD59792D53B62238B4AD3D8DCD36D36,363359.00,363359.00
bear_gentle_stalker,2F7953799AE0C5656D7F987CB9BCD91477E9A23430062C0C7AB6D75232A45B02,361305.00,361305.00
dragon_fierce_voyager,D367957FD88AEC5BA099112ED5427CED67E1995B69C2E6DC7CA8FF1FEAC0F8E6,139108.00,139108.00
shadow_wild_prowler,205A68390C664E6F521D6ECA0EB62863E93421DDA823050C3CF6FE89CE14D430,996379.00,996379.00
dr_noble_explorer,7B1DE0E5298D2A06682F9BAE03B5299357BFB838EE405973F31313BCBD878ED6,94625.00,94625.00
tiger_sly_chaser,1E8F7C6D1C73A6CDD29FB603405EC29F898E51D4D8CE8506CAC154D681ED2A86,778155.00,778155.00
professor_gentle_guardian,AD6D82B77D5C7E2DECEFA11FB5053A25E5BB089C68C2789BE5346FEE4FD03ABD,287198.00,287198.00
dark_fierce_nomad,F147DBB657740AE6EB3DF472ED05E3997AF72DA38BFC5BE80C22052D45186A97,406364.00,406364.00
light_noble_warrior,DF5DD20139BAD5953C72ECBB868F233EEBD77EEDC828B1AF27FD3F98356BA358,679489.00,679489.00
shadow_mighty_walker,47DD2762FA9081ECB4A5BC6ABC5A43A8C05C8B9F6A34C0DADB9DC606F1524152,68033.00,68033.00
eagle_fierce_seeker,89238B93D1899CF95EB91DEF9F6D5E3257D2271F58F8BB5696E7B9CF5EB0C2FD,106895.00,106895.00
fire_noble_pilgrim,CB73EE4B5C3E56AF41B1CA39A803D4D1E41D30CF30764462949D5AB94591A047,933825.00,933825.00
mister_bold_voyager,404964A8308F1F9765330E1F0968693444B6A7DD02D19D5F6DBB651EF6FC88A4,865310.00,865310.00
storm_noble_roamer,F549760192847A1132114D71341D3CF88A9D209826AEFC89628EFA1ABB20FC0C,990697.00,990697.00
dr_free_roamer,29647BE0C339DC89BE5D10F6BA1C314769FDEE28F25D94DA5B5250925AF563D1,537644.00,537644.00
fox_wise_roamer,363BF661906C590D16199614C55693C268ADFDE5EA16991B22D94A404C28447F,822997.00,822997.00
dr_fierce_pilgrim,028EA9F2AE4EBDA36E54232FC5299D34D491EAF31A9688C58B51F5D3BC6189A2,335952.00,335952.00
agent_strong_explorer,3AD6165A1AE38EF3D2A02081C63044C3A5A8157522C5BFD9D041D98C3637076C,72338.00,72338.00
professor_silent_fighter,1BDA3BCAFE1AC4EA47DBBEB3E85A3F096EDC86CEA5AC63FA240FD4AD85AE0901,535457.00,535457.00
tiger_bold_rider,3F2FA3F38E6D0B6EDADF988D5A2C853274FFA4120A0520EDBE336921B48ECA1F,443669.00,443669.00
lion_free_roamer,013BC11533079DBE28CCA1AC80E90B5CC4E8B9CF700CC798F171A87F32EA2F91,452210.00,452210.00
agent_gentle_voyager,BF32339FA5C592CD4163B22DB6D994793E9E9191586E03CC6D8C0DC86A38A046,636054.00,636054.00
bear_loyal_pilgrim,B7BE973D94F89BFB56C7378671CFC483CC7A459610A5774053D99B3CEA9ADED3,524549.00,524549.00
light_proud_chaser,CA9BD8C4650B792AF09C68CDBBB41CA3B008F7D694A04202612B88C95A8EA1EA,610517.00,610517.00
ice_quick_stalker,FE8982639AD48912A27D49FAC8D18F0DBFF75FCC4062B15AF5771F1D5CEF98A0,534550.00,534550.00
light_brave_traveler,CE7CC184F566C696E419F4B9D0E1513756438B36DEF31521D8A5A0D47BEB5D5B,918931.00,918931.00
storm_gentle_wanderer,A939B87D5B5477B121BA6898A5B5DC78AE133D7F064B88A71A181D3E44733B38,627954.00,627954.00
bear_brave_fighter,B7AAEDAEBF64CD8E297AC30E22A5DACD7F9AB51CB4A6B3F5F9FD40B3E9A6F8BF,420118.00,420118.00
storm_wise_traveler,15B52BC73EBE616D852E16FCAE1C36DB4FD2338A126BF7CE8B74F45BABD1D66D,118577.00,118577.00
captain_strong_chaser,1C9246CF1A205F0DE49BD37D23C13C626BCA1A2F7B5DACD4ECEE7C7B0CB63390,608067.00,608067.00
fire_wise_explorer,A30A602463D2F03D6A547DD09D60BDA24AE26851B76A7EBDA87ABDD4357E1CE6,955666.00,955666.00
dr_noble_pilgrim,4900E39B824F7BD21AB91218D428BB88E7548290B25014D90F53E6F21ACCADA5,745457.00,745457.00
wolf_wild_explorer,6258C7D315C5B216B0E481AF8D84E3C833C87BBC61E79735DF63CC8D61EBF480,954080.00,954080.00
storm_wild_nomad,720EECF30E34F08FD5F5A6DC1B08BE6D5A11212D18E613F85181CFF9562DB451,641989.00,641989.00
mister_fierce_runner,23B22ADCF9089A3ABBA2141EAB038BE4CDD9D57B77140FEBDBD4FA9C55FCA591,691024.00,691024.00
agent_swift_adventurer,8F0F3AF37CABAE10125152258A1A53AC5F7D1EC7178F9E8BBD349F63CC3CA4A2,318707.00,318707.00
fire_silent_traveler,BE31B5562C15733C5858AF6CFE4C5E003D080222F952BB40B09CA16080C8ED9B,432408.00,432408.00
the_sly_voyager,2A20F3F9FDB479DF9D04AF088636D0887B31A22B05C07E5BC8B49F5C18A97201,937733.00,937733.00
dr_fierce_traveler,4DE02CE63BD673EB3722AEBC5154F5FAD30060BB595CF74EF235485795A1AFA6,94630.00,94630.00
shadow_clever_voyager,88B6C6A9F1F8B5D217C2B0BB662CE7944052138A4F42FAD7173C168D8D437CB1,723941.00,723941.00
storm_calm_traveler,A1FD808343FCC31211C302B29BD1CAADDB5DD0033779EC5DD94FE828C8C48E2C,138040.00,138040.00
captain_strong_hunter,6A2F137C70A550F99A53BBED53538DCAC4158D61553BCFB2F6056DD14717086C,395447.00,395447.00
ice_sly_fighter,FAA690B9736BE9F2B9098ADF1152972CA314C5FEB9E7A9D90BF5559B92FD5207,765982.00,765982.00
lion_mighty_voyager,110F677A0C7D87C9440F549ECD16474517DE38AE52E0614AE33BE9C2C69FF641,237749.00,237749.00
dragon_strong_voyager,0808B474D98D7927ED2735412DD49FBA1FD4033A5DE21D0A503E8DC5A1439372,717339.00,717339.00
eagle_proud_hunter,97B2B7224AB594148806624B051FE71C258899FDE13340F6EC8AC4C72E758D0E,515763.00,515763.00
bear_fierce_stalker,196F9844F4B015D51ABE4A19BDFD87919096817A48ED6C7C918AD38A5C4A33E3,867757.00,867757.00
fox_wild_prowler,1F5CC84765BF6DD80B8E92826DE1D812E27FA94D3ED4C05657DC45C3316D02FD,391287.00,391287.00
dr_calm_hunter,D2C8A5DC6AA39D27F73C3EB0D10E1145619D34DD055EF6904897A8197FF05D1E,603374.00,603374.00
eagle_wild_hunter,A45E30057A7299E2CAC50D522F9A9B394A2D07A8E5C3EB9152BB61AA6C010C86,809774.00,809774.00
mister_quick_stalker,8DA998E9DAAAA1DC3B3AAC4937CC39C620EDD6544150A808CBDE99AE9481C721,279936.00,279936.00
professor_fierce_roamer,3EC8A9261405C08417F1A6E62C69DEBB7268204CDF02E04360C6BFC13C655EFA,743140.00,743140.00
the_mighty_pilgrim,EB8737EB09AE8D6764D325113DAEB6EBBD839AB172308BF72EF747EA62B78441,296629.00,296629.00
storm_calm_guardian,6B63B0A8776D90AE3B58102ADA2F82C95B4C83087C21E9A3A2ED56933F15329A,878176.00,878176.00
lion_loyal_hunter,22B9182F0848DC0125DB86F9170442C07E5B3FA0B83873AADB24A58962FF2D63,263195.00,263195.00
fox_loyal_guardian,8AAE9AD664E1BBC108869148607875FBD802BB4C737265D16192478393651975,211727.00,211727.00
bear_loyal_hunter,A8E804283C18ECF801BECFC7BA93D55FD7A8140340AE163083A8DA0CFCEB020B,548227.00,548227.00
dark_calm_pilgrim,EF853DA73D4A245D269C5A94D935C21250D43072E801E670187195374E802A1E,542388.00,542388.00
storm_gentle_prowler,1BFF11C01F32419EF90310AC1CB46878AA405476D6CF4271F5E2A939311064EE,167597.00,167597.00
dragon_fierce_voyager,F20CBE5269675676C6B411699B26CD52785AD71D19B471494BDA3B76F2F64497,169939.00,169939.00
dragon_mighty_walker,94DCA21889C5E7286198A6CBE430BAAB5E00368E23FE95E6F2BECA580389C717,925115.00,925115.00
fire_strong_stalker,77E4C31A263BACF9534DC95F636EE6A9212B06BCE56AAAA630FADC8C23B9B997,935921.00,935921.00
wolf_clever_explorer,6177CADC7C2DD3F404F79DDB150AD0535D007988FBD425931D9293D3C66A41FF,976329.00,976329.00
shadow_free_adventurer,9DE9D40A86A00E4CB5849C36D327B199F7E3AA2099B73936DA7699CAB94AE7FD,996616.00,996616.00
the_sly_walker,A4FDEEF42F4FB3C73B3870E33F899D7AA0844AD1BD49321B32D3B4FA26F83888,95819.00,95819.00
fire_mighty_adventurer,965CCA35407D66305E23B5F1DD72C891CC06DC42A5BDC76B11E5E4859CE93113,181268.00,181268.00
professor_wise_wanderer,4311ADB53AD8F5597CB3B1A1C00D9C55BF6578515F96961A6C3F672830F945C9,511410.00,511410.00
captain_fierce_voyager,3B52832F2837054F5AE36E9FFD0B25891294A602E71DC29CD7AA89C5B70813AB,204449.00,204449.00
eagle_mighty_fighter,13E16E37CFA51102F41BF78D912BEFA5808BF93EC5602F4587673B8516F3E0FC,17364.00,17364.00
light_fierce_nomad,A94D03914164794580592CD6CCC949636FC86CE4B9670CEA332CC62160F998B1,696353.00,696353.00
professor_brave_pilgrim,0FB5ACF94E5B2F5C9E2C2CEF35D9A62C1D2044C7E67D4372850E4E22DDD3F87B,190828.00,190828.00
lady_gentle_nomad,80164AE96AD687C451B100CD4F807F2CC4DE951B0B9D7B63976A863BDEC9F051,277146.00,277146.00
ice_calm_fighter,73B897A693EC5811061AC61035504C537B98AD3A0AF4DDAE2AD1C991695D25A1,212294.00,212294.00
wolf_sly_strider,3B74281EFA6451A132AD946CDE87953067EFC0E32560CD1BAA6406E520BDCC74,665348.00,665348.00
lady_bold_adventurer,47C3A2EB9AAD683D7AAC7A6206389F9B5B3140CBFF338FE93B996A76F62C3222,433955.00,433955.00
storm_noble_traveler,856227079F48979067DE450E313D560B50799656398480F7A4A66E07678D671B,542387.00,542387.00
eagle_noble_warrior,0DBEAD5D2EA2D73E5E51276556BE7143753867AD194EDB12218A8D709F6117A3,347909.00,347909.00
light_strong_walker,2DF075A47F16A0E7BCA68DB712725FADA6058144B4B900EDD30F5E08095970EB,204566.00,204566.00
light_loyal_voyager,BDB13316B15E31F5F70AA38539EC160A6A60E09626F4C9B708F2C3E265C36561,838655.00,838655.00
wolf_mighty_traveler,CA2B05F58FD6706BDB485EAC8B3EA7D1B174E8C95C0496F0440EBA0D90A3F6BF,608617.00,608617.00
storm_gentle_runner,A1E58A58412ECAE5A1F049BC5E1A5311E84A74E62C319E8686FE322AAE7CB221,988480.00,988480.00
eagle_fierce_nomad,1FB0B351C54A76037DB6599F6F927A215384FB555BD9AD9AC7B636283672D086,342626.00,342626.00
captain_free_walker,1AA2030D376F43C16EA46C7AD03E5C6C0B9EBCD1101A4B5873AEA5DEDF64F702,354453.00,354453.00
shadow_free_rider,05B00C70AEB0DA0F0D37DE615D22409673AC4DCE85B3943C6CC3DD11BE557DF8,222669.00,222669.00
dark_calm_walker,A6606805C372967E28C598E70BBE4AC126EF7AAB151AC1F9B30C51A5F8938BC5,791516.00,791516.00
dragon_silent_rider,5CDDC2696A24E346B9EB80F2816AB5068594B05854C9103A43D5A99BAFD0870A,117036.00,117036.00
storm_proud_walker,8DFB11D14751A9AC95E529AE315A6C2E871D1F5DB04ACFA9851CA46FA82417DF,762580.00,762580.00
professor_noble_runner,09899E21ED8DFA9BDB49A98322C9872BCBC67EBD3266E043711FBEB58B1EB496,915625.00,915625.00
storm_sly_explorer,E4160800594C423D281BEC7F195D039ECBACFEFFCC7F6F3BDBBB95B7E3C8A959,811537.00,811537.00
lion_gentle_traveler,D1D5D96B0798A43BE42808984710B44785D4A7113904FE876EF250BCFE0AFF20,93642.00,93642.00
mister_fierce_chaser,287045E0445DF00CFEABB174D1B8C3E2ACF627FFA21AB0913A08E1717A7C9F0D,311114.00,311114.00
dr_quick_roamer,69156F2DC28A0930F0F3C1779D403CC2DF148D81F02E0CF0FD5B4DEB85044556,36887.00,36887.00
fox_free_rider,D7489075AEE16E4872BEA402515E7F4F01FDFF1917200AAFB092852766A66ECC,12723.00,12723.00
captain_brave_prowler,E4B130899D09939ED98EE86FB78AB3D43DE4FE6832E799382C384CA728D3B2B9,304347.00,304347.00
fox_clever_fighter,F303A4926D0C01BD9DAF081CA004EF9304B2BABB4D2C02E47F9BAC6C1AC34A19,224680.00,224680.00
shadow_wild_adventurer,F4C2E291A0AB30F23C27415A54619DE9B8750AB1EC9EFA483FDFDD745D2900BB,307730.00,307730.00
wolf_calm_walker,6D6BF7E28C2E1468804BD6C8A24356748D09F5EBA6E7DCA9E433D1F880E100C3,562038.00,562038.00
the_mighty_walker,7588A830DF3090E8F6C77C63AF8770CF55A7AEF294FF0BD9FAE350E3715F75F4,819521.00,819521.00
storm_clever_roamer,8C9CA4F415E8A59B9102FED8E555D7677CFB8381D8B38452259CAB644EAE0990,232442.00,232442.00
professor_clever_warrior,309BAACFE4CFFA1937F9BAB22622C3E623FF3CCBC8BD99D9A2C43999436F2442,167696.00,167696.00
tiger_quick_voyager,2E3D7E95362F7FD021A5FEC4DCC4F4E94BD76F96E350CA8310F50DF7B1506D14,847896.00,847896.00
fire_fierce_guardian,84481E9115D630563199CAC80597C327668E8B871559D1F4E5E5E55A5266361E,81089.00,81089.00
the_swift_rider,214746378BA83490D34C398F934987DF2E76021B433FB41932A4310DAA0789CF,76408.00,76408.00
lion_strong_warrior,143AAC11AE5D5B0CA732A8BE5035655F7B4FA9807813FE452EF3A69A45317CD5,336251.00,336251.00
dark_fierce_explorer,66041A3D4AA4A072A2EB65E5FF26E95AD810FA24A6696D7BCE372B139C2D6652,964897.00,964897.00
shadow_calm_wanderer,A94C5AC4622A7C4CD78168A688200354EA9D68445C7AA0D6D175F8ADB220747B,467219.00,467219.00
light_wise_prowler,B38491B4AF3D20D7767C7E27BB4C76E4C8AA6B019A5593B007370C20C0A4197C,439621.00,439621.00
storm_free_walker,E57346E386C15738ED73FE359ABA3902D3BE87700C931556AB5671581D661D1A,499899.00,499899.00
the_wild_wanderer,071E07A84AD1AE72CEB0540CEBF9D47C7593372A495577C97EB43401A831B5FD,360404.00,360404.00
the_brave_voyager,F2035D9556714E7CF121AFEB704F209C588C4AA6EDAF6E33AEA32CE061211962,449512.00,449512.00
wolf_mighty_pilgrim,64356FBDA9FA6C848E383845FACF3C7029D7CFCE3A3DCA3C2E558E41EDFED5EA,373789.00,373789.00
ice_brave_rider,88C8D802159DDABC259658C0199B08199739D41D161A15CF4406EE58CE78A09D,838207.00,838207.00
agent_free_pilgrim,754FB2C90F4BDE9CD2566E307FD36AB7A1E30F3051CB2CF264E24B41FD9EE7C6,129594.00,129594.00
the_proud_pilgrim,FA3302F2E6EB442B08DBE2797BFB36FACE8263FF7A6817C8CDDE5BC16DA5022F,797384.00,797384.00
dr_gentle_runner,D6EC994B79663648C753FD2DB38039D9824C6DA933B207075ED0FEA6E2065047,234999.00,234999.00
light_wise_pilgrim,D17A01EA513457D5664126A948D46F3787ED7B89BBB01AAEF730001C5EBB9E2B,266579.00,266579.00
shadow_calm_fighter,312421C9DB359FB2F187A5602C0F9AC364B4DE6592DFA73329C9919152B94271,63976.00,63976.00
professor_gentle_rider,5E0894B80D4C7CC03D2E8AD857B5008A1D5442356C3026046C53CE4E4FF1D898,8341.00,8341.00
tiger_wild_seeker,1F834D2062267EF3F1655A991F4DAB56F1653F66A35259C873AB46ABA7F6855E,758739.00,758739.00
ice_bold_wanderer,6ED47CA3DFE0CAD46D66C19449BD6C6573E9933EFB658723EBA79B8DB14BC89A,471163.00,471163.00
light_clever_adventurer,39E7271AE15063280A894E75EFB3CFC4A1D547630538FEEE0DB126B9CC74F320,331713.00,331713.00
the_bold_rider,98D152682EFC4C6BF70DE506C75A5F363E4625213EBD632D8B621BC1EAE2D67C,452804.00,452804.00
professor_swift_fighter,FF68C77839F6530EEDEA8FD7AC5D4FDE4CA80557B8182927876842BB246C676A,853170.00,853170.00
light_strong_guardian,54D0E5C494DBD48DA1735ED85F41693575815C3ACD0312569355A11E41F69803,970155.00,970155.00
captain_fierce_warrior,E4C80F8167180D3DEF5AB43E8EC8171EF7840B29D568ED3F0273977C849CCD2B,270874.00,270874.00
dark_sly_roamer,F9A7067B1C900A65983A255B9B3DDA0BDCFB2DC0363C958F69DDAC5CD60F07B7,837924.00,837924.00
storm_calm_explorer,5F8D7F0008D17A07EB50FCE9E4AAECC903565ACB5073E913FC498CAB59ED1014,258761.00,258761.00
fox_proud_voyager,4637DD06A2DBEDC2359CA27139ACF5152D38224FD3195026FD23949593DF494C,509157.00,509157.00
tiger_bold_rider,373BBFA88D432A8126BB3D4F694EF8C838DE23A9C3E6B7751F543CF2A3933DE2,786894.00,786894.00
professor_bold_wanderer,5BE16739E3433765395FE45E6E537710AD9366111EBB7B9AD5C0D09DE582A20B,241326.00,241326.00
storm_fierce_wanderer,EF2762DACE891FA6631ACA66C115FDB793BDC469F01D6E385DBFA196FBA9C57C,901064.00,901064.00
dragon_strong_hunter,EEDEA204424B31257BCD46F3F199E65645D38F372D1CAE12F64CD5E01914718C,895574.00,895574.00
lion_swift_runner,DC5CC65D97A7296587421052C499B8AC5F62FF76F81ECD2EEE260CB4BFF5BFE3,283437.00,283437.00
professor_mighty_rider,75E7D3EE810D22000A4D9AEC563DAF06E363C0D85887905C0FB4BE18F43615DF,456161.00,456161.00
dark_noble_strider,459EC96CA450E04DE8E8A4BAF5B8D69C6E9C6E483FCE884CA20BA333545DA44C,698229.00,698229.00
eagle_wise_nomad,D5B152B9E4E4277D9158ED2AEA71843C6AB0ED45168C140F775A4849599C53AB,164436.00,164436.00
the_wise_fighter,F3A580003386CD61D8FF69A5641957F6EB42081B4E700C28D357238A0E0D6903,730502.00,730502.00
wolf_clever_chaser,AEC79D50A6DC20E2BDDBECE65F3E7CCD5735FA3D7AF46534F9179A7E489784FE,991049.00,991049.00
eagle_silent_wanderer,C0D46765E7B02823D1CFC291363E31CE57CF761B1533DF1164FFA06D9EDDB521,8318.00,8318.00
the_loyal_voyager,95CBDB79740EC30D9DEB64626FE55C7721424367ABF18A6AEBCE7A55D68ADB57,991025.00,991025.00
captain_bold_fighter,06B88084A6EF0BE2A17595E15121E4F708A269CE860F98A37FA725FC8FCCBB69,19472.00,19472.00
the_fierce_wanderer,046552FC45B97BCFEE18401E7047B258A0A958F8F3238E2FBCC831862BFC9B79,605534.00,605534.00
the_mighty_walker,00A893A389C4BFBBC6CB4DA2F7602311423F266F09C2B918A59D37FFE28D3750,60827.00,60827.00
ice_calm_hunter,8562FE94887A4C5F9E3D58358E42D28F79F098F831798882DB76E59CD7E32CCC,573771.00,573771.00
eagle_gentle_adventurer,41E6E0CABF5B14824793528726757F0F65A015A1367001B9FC8BBD20927979BA,630440.00,630440.00
fire_swift_adventurer,AC402EA2C7D1F29D2A4406B211B1C5208B1D18045EC380ED94BE059307257FDD,522092.00,522092.00
storm_swift_roamer,D0B31A0EE7376EBA29DAFE96B08D833403B192A0EEFAA95BC39B27074FAA4F47,745969.00,745969.00
shadow_clever_walker,52B5E275FD26EF1E6608E51B11C1E59805ADCC3D6CF167105CCB54ADB8888CBD,492098.00,492098.00
the_quick_stalker,0E1DD6A4C971897B6345C04C1ED29CED764E6F4FA1484559A81E6B69BD3BF188,709214.00,709214.00
light_silent_guardian,6D9F2FEEEFB9304A5DF45B1D1CD364F65CB7B7DA67D0114FD4161F4E18F78986,560572.00,560572.00
bear_sly_guardian,4D782D4BAFAEBA67954910F0715EF5974C58A9CD20912F783CFB993183B92F69,762302.00,762302.00
dr_clever_chaser,3789531A74EFE90E06FD0D131D3046068437BF83D5BBC93023555302D9242BDB,852702.00,852702.00
fox_gentle_voyager,AA8DA769FA6DD1348F4D8017CFB679A278E8E2487DE9B2F7A260192AB9EC953F,506222.00,506222.00
wolf_bold_voyager,AF8D1191A3A8AF83E86EBB6E5300BB61F68D4AD65CE74CB7FE5F198744A53449,67372.00,67372.00
professor_noble_seeker,0FD5F17CF2E9C440ABCEC6043ED0DE6DD95EF6E78E79B0EFA0C4C35F1BC922E0,708989.00,708989.00
fire_gentle_adventurer,32EE0E85EDA4CF9413066BEB8D098D04E929F773F92A5F3A314B21853504ABE5,817721.00,817721.00
wolf_fierce_walker,BA219BA99FAFFDD2D700112EF3EFC7918CC27F8DC470FEE286E19DB0EAAC0B5A,484864.00,484864.00
wolf_wise_wanderer,EE73357FD2682D8D43B20320E4524099B2B01FAE8FD314583A7AD94EADA43FD2,683270.00,683270.00
fox_noble_runner,239FFD56E0AC49A8654D3B439F0A86E3BD3D340FB814A011220AED0493104C18,374397.00,374397.00
dragon_fierce_strider,7062286C5234EDC2E5563EAB0BD3FAD19A6FD50D5E7348CCEBDAAA336F6EA03A,570663.00,570663.00
bear_free_walker,889E81F9FA0024B510290A768EA48D9B47AF8CA98C583672A066FB3A76396982,422016.00,422016.00
the_sly_hunter,963AD015ADB69CF34BBE194DACA9F7A3090BBAF28BC881F5A99A233673E7584B,958422.00,958422.00
professor_brave_chaser,C569F7A40CD61DBB963CE04B3356F4BBF24AB20786CE45780F620A95C8B1B3EB,781062.00,781062.00
lion_noble_rider,D64B53F442A4DB22D00C63EFDE3FDA7DA865B211D0531BAA00FE0790E49E510E,599555.00,599555.00
fire_swift_guardian,107C236D6447F94DB71299ED9F26644A7A4EA0CC97CABE05E744FA80967C4B01,409705.00,409705.00
fire_fierce_adventurer,0560E838B9766CB98DD41285513AD8BACC0C0BEDAF443A53514A29CB5F6DFB1B,801586.00,801586.00
fire_loyal_explorer,C59CB70EEE24170548CD86DC5D3664FE9E16592BA5C8ED0371836B9EB463ECB9,405480.00,405480.00
wolf_bold_chaser,BABD7FB65BDFC5C5354824946EB0D8D0B977A732C92C91017E6ACED333EF402E,4004.00,4004.00
bear_calm_guardian,0525453A98904364F9B493B118F9C7AFCA16BFDB3F7BF3126D49AE98B3FA89DB,802660.00,802660.00
dr_strong_stalker,62150181DEF00DA2C38207E14D22DB15C0691723F56C4278920B36AEC0940216,183133.00,183133.00
mister_mighty_prowler,39434EC2AEBB4C1284415D66859E054A483CB8295A7A42C109E7E5AB1C1E8E37,836460.00,836460.00
agent_strong_strider,7214FE5C8FD2F46138547E8B27B5A9934974D4D10B5878FF7F5B3E4EBF6BABC1,737058.00,737058.00
lady_fierce_roamer,2052A293636EFFA1C881AB0BB3C8993743C90DB97AB7E9254A209208753D3B3C,127959.00,127959.00
fire_brave_hunter,8A0FC5C20881D6889D870156BE3CB9D37FB96E23D3BDA92C36288A9319C59BB9,155449.00,155449.00
mister_gentle_fighter,3CC51AF7B50E05DF9A34EFA0BE4C96F6C414531A7BD51A37F04FD265FDEBADAB,938735.00,938735.00
the_bold_wanderer,A08887E6844004F33850930C4FFAD4EB3C077EB3A95FF7EA4A353E07F52EEEDA,603472.00,603472.00
